symbol,price,day_change_pct,avg_entry_return,median_entry_return,best_entry_return,worst_entry_return,pct_profitable_entries,entry_days,roll3m_avg,roll3m_median,roll3m_best,roll3m_worst,roll3m_pos_pct,roll3m_windows,high_52w,low_52w,as_of
DISHTV,2.81,-0.71,-7.37,-9.06,52.72,-31.13,17.5,126,8.24,10.32,66.3,-30.52,67.5,83.0,4.14,1.82,2026-08-03
HAPPYFORGE,1661.6,0.15,23.9,23.72,61.8,0.15,100.0,126,18.42,20.17,33.02,2.3,100.0,83.0,1674.2,1017.54,2026-08-03
RAMCOIND,329.1,-1.29,12.03,12.8,40.76,-11.53,80.2,126,7.44,5.1,44.93,-19.51,56.6,83.0,382.2,230.65,2026-08-03
RENUKA,21.87,1.06,-10.11,-8.86,1.77,-25.81,6.3,126,-3.81,-3.89,23.3,-25.92,38.1,84.0,30.3,21.05,2026-08-03
RUSHIL,17.3,-2.04,4.22,5.71,34.84,-19.12,65.9,126,-6.7,-11.05,31.64,-32.96,33.7,83.0,22.28,12.49,2026-08-03
BANARISUG,3497.1,0.62,-2.33,-2.88,3.53,-6.13,18.3,126,-1.14,-0.02,3.58,-6.33,47.0,83.0,3849.0,3315.2,2026-08-03
VINATIORGA,1296.4,-0.96,-4.65,-2.83,7.23,-17.29,11.9,126,-7.08,-6.98,10.39,-23.0,25.3,83.0,1615.0,1203.0,2026-08-03
STARHEALTH,601.0,-1.54,18.05,16.43,35.33,-1.54,96.8,126,16.14,14.92,31.03,-0.05,98.8,84.0,624.9,433.05,2026-08-03
ALLCARGO,7.94,-0.87,-8.13,-8.31,10.58,-25.72,15.1,126,-1.94,-2.7,22.89,-30.55,41.0,83.0,10.79,7.11,2026-08-03
WELENT,589.65,-0.59,15.72,16.41,42.53,-5.85,82.5,126,15.13,13.24,44.67,-12.26,83.1,83.0,634.9,409.98,2026-08-03
AEROFLEX,435.45,2.07,44.65,38.54,151.86,-14.69,83.3,126,74.29,78.09,136.66,25.29,100.0,84.0,521.4,167.14,2026-08-03
BAYERCROP,4226.5,-0.51,-5.43,-5.85,3.93,-15.29,18.3,126,-3.97,-6.16,13.08,-17.6,28.9,83.0,5063.0,4030.0,2026-08-03
SURYAROSNI,239.1,-0.1,0.89,-0.24,27.13,-13.31,46.0,126,7.96,5.64,37.56,-24.97,73.5,83.0,282.55,187.35,2026-08-03
FINPIPE,162.91,-1.13,-6.23,-6.71,8.64,-15.12,8.8,125,-1.7,-2.28,16.62,-13.4,36.6,82.0,200.4,147.54,2026-08-03
FRONTSP,1349.3,2.75,-8.94,-8.13,2.75,-24.9,4.2,71,-7.24,-7.18,-5.28,-9.37,0.0,10.0,1869.0,1309.1,2026-08-03
VISACHROME,37.59,-1.05,-3.91,-5.37,35.22,-32.39,31.0,126,17.61,24.94,59.39,-37.3,75.9,83.0,56.69,27.05,2026-08-03
KEI,4999.0,4.16,3.47,1.51,25.27,-11.69,56.3,126,14.52,12.61,41.85,-8.85,90.5,84.0,5708.0,3878.2,2026-08-03
FIEMIND,2367.0,1.53,8.76,7.49,26.01,-5.41,98.4,126,3.95,3.32,19.04,-13.82,74.7,83.0,2511.88,1838.32,2026-08-03
NIBE,1330.2,-5.36,13.19,24.5,62.78,-27.52,61.1,126,33.93,38.36,105.84,-28.27,79.5,83.0,1848.0,809.6,2026-08-03
HLEGLAS,424.45,-0.83,24.57,28.1,69.1,-3.07,97.6,126,10.3,17.88,52.41,-38.61,59.0,83.0,446.0,250.0,2026-08-03
THEMISMED,104.19,-2.88,11.11,6.93,57.7,-14.07,69.0,126,23.59,22.25,71.91,-23.16,89.2,83.0,137.0,64.95,2026-08-03
CEMPRO,1358.7,1.27,72.33,63.53,167.25,-17.13,84.9,126,79.94,85.93,175.65,-26.85,88.0,83.0,1649.2,502.02,2026-08-03
RITCO,293.05,-2.15,25.37,20.49,65.18,-2.15,96.8,125,17.1,24.35,46.29,-31.92,73.2,82.0,305.0,167.1,2026-08-03
SUPRAJIT,499.45,1.21,13.22,15.17,25.73,-1.88,99.2,125,6.73,9.7,20.93,-12.79,67.1,82.0,514.5,389.95,2026-08-03
SHREEPUSHK,394.05,1.25,10.85,10.22,42.93,-8.77,80.2,126,14.71,15.25,43.8,-10.81,91.6,83.0,448.0,272.45,2026-08-03
ULTRAMAR,373.75,0.35,-3.48,-3.43,3.75,-12.52,22.9,70,-6.18,-6.32,-3.96,-7.56,0.0,7.0,436.28,358.58,2026-08-03
ZFCVINDIA,2417.9,1.54,-0.49,-0.13,10.17,-9.83,48.4,126,1.22,-0.98,21.95,-10.79,46.4,84.0,3038.73,2154.93,2026-08-03
NLCINDIA,291.9,-1.68,-0.2,-2.4,21.75,-21.3,42.1,126,19.03,20.42,42.85,-7.8,88.0,83.0,387.8,236.0,2026-08-03
PRECAM,141.61,1.71,-0.46,-3.94,35.72,-16.4,34.1,126,8.77,10.07,43.63,-27.02,72.3,83.0,177.73,103.24,2026-08-03
GRAUWEIL,76.94,0.64,3.41,5.16,21.18,-33.44,75.0,76,-8.03,1.47,10.93,-32.68,64.3,14.0,115.6,62.09,2026-08-03
BODALCHEM,69.81,-2.4,17.91,8.0,60.67,-11.62,86.4,125,29.45,33.44,64.32,-11.25,82.9,82.0,81.9,42.81,2026-08-03
DISAQ,12225.0,-0.42,2.23,1.04,10.22,-2.67,71.4,70,-1.12,-1.47,0.48,-2.0,22.2,9.0,12864.0,10851.0,2026-08-03
BIRLANU,1337.0,-2.04,-4.0,-2.16,12.5,-25.51,29.6,125,-7.3,-10.11,17.92,-21.62,17.1,82.0,1853.63,1177.16,2026-08-03
ABINFRA,10.09,0.3,-26.44,-35.05,11.25,-53.46,5.6,126,-30.37,-35.07,-11.56,-46.68,0.0,83.0,23.56,8.82,2026-08-03
BLUEDART,5025.9,-0.86,-2.33,-0.73,8.14,-14.58,46.8,126,-6.31,-5.67,3.86,-16.85,20.5,83.0,5929.0,4628.5,2026-08-03
AVADHSUGAR,511.9,-1.14,18.62,12.06,61.84,-7.3,86.4,125,24.66,17.95,53.21,-1.75,92.7,82.0,562.0,314.53,2026-08-03
FSL,302.12,0.83,24.84,24.29,47.82,-3.48,97.6,126,1.81,9.77,41.22,-32.62,61.9,84.0,316.35,202.0,2026-08-03
ONESOURCE,1688.3,-3.51,10.39,4.77,51.55,-9.59,69.0,126,18.94,16.25,63.87,-24.32,78.3,83.0,1917.8,1057.0,2026-08-03
GRPLTD,2060.4,4.34,12.97,12.91,33.83,-1.98,99.2,125,2.64,0.63,23.51,-15.48,59.8,82.0,2128.97,1499.33,2026-08-03
ALKYLAMINE,1787.2,-1.66,13.32,13.49,45.93,-8.63,74.6,126,17.95,18.55,47.93,-16.05,75.9,83.0,2007.0,1205.2,2026-08-03
PSPPROJECT,951.1,-7.09,18.62,20.96,65.26,-13.46,76.8,125,23.47,19.82,73.9,-28.12,78.0,82.0,1143.0,569.2,2026-08-03
RBZJEWEL,141.5,0.3,6.63,5.42,38.63,-9.0,75.2,125,4.25,3.24,35.34,-17.99,72.0,82.0,165.44,100.0,2026-08-03
DYNAMATECH,10272.0,-0.57,0.42,-0.62,26.28,-18.02,43.2,125,11.98,10.71,57.27,-15.07,80.5,82.0,12875.0,8025.86,2026-08-03
BALAMINES,2133.3,-4.91,51.39,59.26,119.39,-11.66,81.7,126,64.99,73.93,125.44,-12.87,86.9,84.0,2443.6,963.33,2026-08-03
REPRO,380.6,5.08,1.88,3.23,22.28,-21.82,72.8,125,-5.34,-6.27,19.2,-25.11,37.8,82.0,503.45,307.05,2026-08-03
SPORTKING,196.36,-8.21,39.55,33.34,133.57,-8.91,91.3,126,52.01,52.91,77.39,23.13,100.0,83.0,218.9,84.02,2026-08-03
DEEPAKNTR,1643.9,-1.83,2.76,0.45,28.33,-11.97,55.2,125,8.59,9.79,26.87,-16.89,80.5,82.0,1889.27,1274.18,2026-08-03
INDOBORAX,374.9,-2.19,39.19,50.77,68.29,-15.99,86.4,125,37.91,46.08,90.71,-5.33,91.6,83.0,457.51,214.54,2026-08-03
AYMSYNTEX,245.46,2.3,18.28,13.62,56.65,-8.4,96.8,125,22.37,19.91,66.24,-3.73,98.8,82.0,281.22,152.61,2026-08-03
GUJALKALI,670.8,0.37,14.46,8.54,61.97,-16.32,70.6,126,29.21,41.27,78.15,-18.87,78.6,84.0,815.0,409.15,2026-08-03
EVERESTIND,473.05,-4.99,19.91,20.2,63.24,-12.5,83.2,125,9.21,-1.5,76.63,-36.77,45.1,82.0,564.0,284.36,2026-08-03
BSHSL,86.81,0.18,-4.25,-5.54,43.01,-22.62,21.6,125,5.08,6.17,51.96,-19.4,72.0,82.0,122.0,59.16,2026-08-03
ETHOSLTD,2575.4,1.55,6.76,6.24,27.47,-5.24,84.8,125,1.24,0.55,20.79,-22.75,51.8,83.0,2846.0,1919.4,2026-08-03
JUNIPER,195.63,-0.74,-5.28,-3.57,3.0,-25.11,14.3,126,-8.01,-8.03,6.22,-23.09,3.6,83.0,275.0,188.5,2026-08-03
INDOTECH,3387.8,-2.19,75.38,38.11,206.62,-3.3,91.3,126,85.26,89.21,192.87,-20.96,92.8,83.0,3599.0,1100.0,2026-08-03
GLAND,2517.0,-1.05,27.69,34.63,57.63,-1.29,97.6,126,23.9,30.07,48.57,-6.46,89.2,83.0,2586.0,1573.6,2026-08-03
TMB,851.75,-1.55,24.56,25.95,51.49,-4.69,97.6,126,18.29,21.24,36.61,-5.96,91.6,83.0,917.0,559.34,2026-08-03
APOLLOPIPE,495.85,-0.88,17.6,8.44,91.71,-9.35,80.2,126,37.09,37.88,87.91,6.17,100.0,83.0,553.23,253.7,2026-08-03
ROTO,68.79,-0.41,14.05,16.27,43.1,-9.72,87.3,126,8.57,5.02,50.01,-22.7,63.9,83.0,78.87,47.5,2026-08-03
BOROLTD,235.79,1.69,-0.93,-0.64,9.36,-11.02,45.2,126,-4.12,-3.84,8.25,-15.29,24.1,83.0,273.9,213.73,2026-08-03
GOKEX,804.4,-2.47,13.6,14.3,48.43,-9.49,74.6,126,15.08,16.0,50.51,-18.59,75.9,83.0,894.7,535.4,2026-08-03
MODINATUR,397.3,-1.41,9.37,6.17,45.93,-18.04,57.6,125,25.68,18.1,67.55,-7.55,96.3,82.0,524.8,252.3,2026-08-03
EXIDEIND,452.7,3.91,28.57,31.17,58.0,1.08,100.0,126,16.84,21.51,40.13,-18.65,86.7,83.0,461.4,285.63,2026-08-03
BANCOINDIA,626.8,-0.17,1.53,0.3,24.28,-9.1,54.4,125,7.58,8.01,32.91,-23.72,72.0,82.0,708.95,502.0,2026-08-03
ENGINERSIN,221.98,-1.59,1.19,-2.67,31.56,-15.39,39.7,126,19.66,16.87,57.04,-13.23,85.5,83.0,267.0,164.77,2026-08-03
IPCALAB,1758.8,-0.88,12.14,13.91,25.06,-7.46,84.9,126,8.28,6.26,29.44,-7.54,80.7,83.0,1944.9,1391.8,2026-08-03
BIL,749.95,0.03,-0.48,1.88,13.86,-21.4,57.6,125,-0.98,-1.33,29.89,-24.85,42.7,82.0,980.0,648.0,2026-08-03
TIMEX,530.5,-4.2,20.18,15.11,57.72,-8.35,76.8,69,62.67,62.12,71.28,54.91,100.0,6.0,618.0,323.0,2026-08-03
GKSL,127.04,-0.05,6.43,2.47,25.36,-11.37,55.6,126,18.68,20.91,30.8,1.45,100.0,83.0,148.34,100.43,2026-08-03
ELDEHSG,771.0,-2.24,-6.69,-5.84,0.4,-21.83,3.2,125,-5.5,-5.74,6.93,-17.34,17.1,82.0,1008.8,736.55,2026-08-03
VIMTALABS,605.45,1.07,26.09,29.72,59.62,0.58,100.0,126,12.61,17.36,54.9,-33.28,65.1,83.0,634.0,374.67,2026-08-03
PAUSHAKLTD,605.0,3.87,28.36,27.12,76.22,3.85,100.0,126,6.92,9.04,44.09,-27.39,60.2,83.0,625.4,340.93,2026-08-03
SHREEJISPG,643.45,3.09,52.91,55.41,110.56,1.93,100.0,126,28.49,24.1,70.58,-11.7,91.6,83.0,647.0,302.74,2026-08-03
APEX,370.65,-2.06,-8.35,-9.14,26.93,-26.06,17.5,126,19.03,12.58,80.55,-20.78,79.5,83.0,514.5,282.85,2026-08-03
ICIL,402.6,-2.49,33.56,35.16,79.13,-8.72,84.9,126,30.94,27.48,78.22,-11.18,81.9,83.0,463.8,216.9,2026-08-03
SAFARI,1563.7,-2.31,-3.05,-1.57,14.48,-27.86,42.4,125,-8.9,-6.45,11.77,-34.37,41.5,82.0,2204.29,1361.43,2026-08-03
HONASA,445.95,-0.76,27.92,28.54,68.89,-6.0,82.5,126,32.55,30.48,54.44,0.6,100.0,83.0,491.35,260.8,2026-08-03
BGRENERGY,301.9,4.99,-1.88,-3.1,22.92,-14.73,40.8,125,-2.61,-4.66,26.11,-25.26,40.2,82.0,367.0,240.1,2026-08-03
INDIANHUME,386.65,-1.83,16.47,19.55,39.1,-5.53,87.3,126,-2.51,-6.43,31.47,-24.13,34.9,83.0,426.66,276.34,2026-08-03
GUJTHEM,351.5,-1.51,4.13,-1.43,54.91,-18.67,46.0,126,19.85,17.44,75.19,-38.67,81.9,83.0,441.2,225.05,2026-08-03
RSWM,210.54,-2.4,27.94,29.99,74.39,-2.4,90.5,126,26.81,25.06,59.54,-12.22,92.8,83.0,224.0,120.0,2026-08-03
PARAS,1256.5,3.64,53.5,58.17,114.93,-10.8,89.7,126,47.31,34.26,135.86,-8.44,95.2,84.0,1443.0,580.5,2026-08-03
DEEPINDS,548.8,1.08,25.68,19.45,65.53,1.08,100.0,126,20.6,19.01,57.63,-6.47,89.2,83.0,576.0,330.0,2026-08-03
GNRL,93.46,-0.83,-3.26,-3.75,10.11,-17.77,23.9,71,-3.49,-3.89,-0.3,-6.96,0.0,10.0,120.9,83.2,2026-08-03
DEN,27.42,-0.58,-1.28,-1.33,19.32,-17.11,42.4,125,1.48,-1.75,31.13,-20.54,36.6,82.0,34.39,22.52,2026-08-03
JSWSTEEL,1270.0,-0.06,3.01,2.17,15.11,-2.71,73.8,126,4.56,3.92,15.93,-4.41,90.5,84.0,1320.42,1096.2,2026-08-03
BERGEPAINT,521.35,0.25,9.51,8.6,28.89,-5.33,90.5,126,8.87,9.56,35.66,-18.46,77.1,83.0,559.7,391.1,2026-08-03
VIKRAMSOLR,175.6,-3.31,-11.76,-11.89,5.95,-25.72,6.3,126,0.15,-1.05,25.54,-21.69,49.4,83.0,242.76,162.1,2026-08-03
MONTECARLO,526.25,-0.82,-4.06,-4.55,12.71,-13.59,18.4,125,-0.14,-1.31,18.37,-21.41,39.0,82.0,617.2,464.0,2026-08-03
GPIL,249.35,-0.97,-7.62,-7.47,4.88,-18.47,13.5,126,4.05,6.43,23.59,-20.07,67.5,83.0,320.0,230.55,2026-08-03
VINDHYATEL,1951.2,3.5,36.87,37.47,100.76,-17.55,75.4,126,55.81,49.14,129.7,-22.45,92.8,83.0,2476.99,960.83,2026-08-03
PGIL,2028.0,-1.58,23.05,27.06,50.58,-3.18,90.4,125,15.06,11.4,49.66,-18.35,82.9,82.0,2144.2,1342.79,2026-08-03
JARO,466.9,-2.0,-1.24,-2.2,21.26,-21.72,41.6,125,10.6,13.43,42.17,-19.7,73.2,82.0,616.23,381.17,2026-08-03
HUHTAMAKI,298.58,0.57,63.49,67.3,101.31,-6.31,98.4,126,11.04,0.63,79.8,-20.28,57.8,83.0,330.0,147.04,2026-08-03
NITTAGELA,1832.5,-1.08,24.44,12.73,99.34,-9.46,78.6,70,98.13,98.14,108.18,87.39,100.0,6.0,2079.59,878.79,2026-08-03
CEIGALL,342.75,2.41,7.4,2.97,30.15,-13.44,62.4,125,21.75,21.89,46.16,-1.98,95.2,83.0,405.7,258.15,2026-08-03
IRIS,241.55,-2.76,-2.24,-1.21,14.53,-21.78,42.4,125,-1.48,-1.19,26.82,-22.24,43.9,82.0,315.05,203.0,2026-08-03
JAGSNPHARM,230.8,-2.22,16.45,14.33,43.29,-3.32,92.1,126,17.47,17.59,30.61,0.22,100.0,84.0,264.5,157.55,2026-08-03
HEXATRADEX,157.42,0.24,-2.59,-2.34,1.54,-8.03,8.8,125,0.78,1.36,8.01,-7.6,70.7,82.0,175.5,147.26,2026-08-03
PRIMO,25.24,0.68,15.0,11.24,49.79,-3.33,94.4,125,15.26,11.71,50.39,-7.99,83.1,83.0,26.9,16.1,2026-08-03
TTML,39.95,0.96,-3.97,-6.14,27.39,-13.98,22.2,126,2.76,0.04,36.51,-24.2,50.0,84.0,49.74,31.22,2026-08-03
SMLMAH,5685.6,3.77,42.27,44.14,65.31,3.77,100.0,126,-3.24,-1.83,53.43,-30.91,40.5,84.0,5987.9,3409.88,2026-08-03
FAZE3Q,544.4,0.85,10.38,10.97,47.93,-12.45,62.7,126,19.44,19.57,59.88,-27.17,83.1,83.0,650.05,356.55,2026-08-03
CAMPUS,218.85,-1.35,-8.94,-7.6,1.84,-22.0,4.8,126,-4.04,-3.12,7.94,-14.53,32.5,83.0,282.81,213.74,2026-08-03
ALLDIGI,825.1,-1.66,4.78,4.22,21.6,-10.02,89.6,125,2.65,2.26,14.01,-12.14,69.5,82.0,935.39,675.44,2026-08-03
RAYMONDREL,643.1,-0.23,27.52,30.09,80.53,-11.02,82.5,126,34.82,39.34,80.61,-19.73,84.5,84.0,734.9,347.9,2026-08-03
ALLTIME,224.6,-1.99,-2.93,-4.42,19.74,-16.87,31.7,126,3.56,3.02,26.93,-21.9,55.4,83.0,276.21,186.0,2026-08-03
GTLINFRA,1.19,-1.65,-3.13,-3.64,22.68,-26.09,31.0,126,19.69,19.47,52.53,-12.3,89.2,83.0,1.67,0.96,2026-08-03
NEULANDLAB,19202.0,-2.51,26.79,22.54,66.49,-2.51,97.6,126,27.16,28.22,54.48,-12.09,94.0,83.0,20051.94,11478.79,2026-08-03
WENDT,8104.0,-1.52,14.7,16.4,36.96,-2.39,96.8,125,7.38,4.23,39.18,-17.22,78.0,82.0,8600.0,5833.99,2026-08-03
CONFIPET,78.27,-0.01,61.11,38.87,171.68,-3.42,97.6,126,76.94,74.63,168.66,17.62,100.0,83.0,83.0,28.06,2026-08-03
PCJEWELLER,9.26,1.54,0.61,0.33,22.32,-12.89,50.8,126,-2.62,-2.65,25.46,-20.21,40.5,84.0,11.0,7.47,2026-08-03
KSCL,797.65,-1.13,-8.3,-8.33,11.62,-20.54,8.8,125,5.74,8.52,20.22,-17.37,75.6,82.0,1025.0,705.1,2026-08-03
DCMSIL,74.86,-1.99,11.03,11.61,44.21,-25.01,80.2,111,5.91,8.24,29.48,-36.64,64.2,53.0,104.67,49.22,2026-08-03
MMWL,14.24,3.04,8.75,5.95,39.61,-11.88,87.3,71,35.37,34.98,41.84,30.76,100.0,7.0,16.34,9.02,2026-08-03
SHREDIGCEM,73.2,1.37,3.4,1.35,31.94,-7.08,61.9,126,4.04,2.4,35.54,-25.86,66.3,83.0,80.0,53.9,2026-08-03
SOLARA,508.0,0.36,-0.43,0.25,19.37,-16.52,51.6,126,11.37,15.98,40.3,-18.37,73.5,83.0,620.35,422.0,2026-08-03
PVP,27.28,0.04,-5.04,-6.32,16.13,-22.1,29.4,126,2.47,3.96,29.31,-32.58,60.2,83.0,36.75,23.0,2026-08-03
IKS,1782.3,-2.03,12.39,8.61,39.8,-7.56,84.1,126,12.45,20.02,38.6,-19.51,69.9,83.0,1933.0,1262.0,2026-08-03
JSFB,563.35,-1.57,32.78,24.84,64.79,-1.57,99.2,126,22.05,25.94,38.67,-11.06,89.2,83.0,581.0,330.0,2026-08-03
SAURASHCEM,56.77,-1.71,-6.62,-6.02,17.73,-25.04,15.1,126,-8.31,-8.23,18.44,-33.06,15.7,83.0,76.35,47.65,2026-08-03
ASIANTILES,60.71,0.0,-0.76,-1.17,39.82,-21.68,42.9,126,-12.3,-11.34,12.1,-42.43,10.8,83.0,79.06,42.5,2026-08-03
SENORES,1292.4,-1.96,35.29,41.4,81.96,-12.73,79.4,126,41.17,43.74,82.23,-9.42,95.2,83.0,1509.8,706.0,2026-08-03
MRPL,169.94,1.86,0.77,-1.48,17.23,-17.81,47.6,126,-6.8,-13.1,32.32,-24.73,21.4,84.0,212.0,143.12,2026-08-03
RADHIKAJWE,71.75,4.73,16.79,15.47,41.97,-3.09,97.6,125,-6.37,-4.86,11.64,-22.88,16.9,83.0,75.5,50.01,2026-08-03
TBOTEK,1498.5,-1.58,15.94,17.81,47.2,-4.95,88.9,126,4.16,1.74,43.03,-33.45,51.8,83.0,1601.6,1004.2,2026-08-03
GATEWAY,57.86,-0.58,0.8,-0.03,19.35,-7.73,50.0,126,3.01,2.15,29.1,-9.61,68.7,83.0,63.75,48.1,2026-08-03
TALBROAUTO,399.05,0.24,30.6,24.32,78.11,-7.23,85.7,126,34.7,33.44,80.13,-10.0,91.6,83.0,435.0,219.9,2026-08-03
MEDIASSIST,357.45,2.16,-0.84,-1.68,20.45,-16.02,37.6,125,-1.21,-3.38,23.51,-28.33,41.5,82.0,434.4,293.0,2026-08-03
EPACKPEB,268.08,1.66,36.49,37.97,102.83,-3.68,96.8,126,22.01,22.17,88.78,-44.37,71.1,83.0,281.08,132.17,2026-08-03
VHLTD,130.09,-2.39,-5.45,-5.9,3.19,-13.22,8.8,125,-3.42,-4.04,5.89,-9.82,14.6,82.0,153.0,125.35,2026-08-03
SEAMECLTD,1427.6,-0.85,-0.74,-0.78,18.21,-13.13,47.2,125,14.2,16.99,46.89,-12.75,69.5,82.0,1709.2,1200.0,2026-08-03
PNBGILTS,84.5,2.24,7.92,7.08,42.83,-10.53,69.0,126,10.25,13.14,55.97,-21.57,58.3,84.0,99.8,58.6,2026-08-03
SGFIN,658.8,-3.06,33.43,17.6,96.8,-5.35,88.9,126,41.22,45.25,73.59,2.13,100.0,83.0,723.6,323.0,2026-08-03
ZOTA,1225.4,-1.38,-2.48,-4.0,17.48,-15.19,39.7,126,2.61,0.92,33.06,-24.9,56.6,83.0,1478.0,1026.2,2026-08-03
PPLPHARMA,195.61,-0.56,20.77,19.3,46.78,-0.56,98.4,126,9.75,10.68,25.67,-21.64,84.5,84.0,202.26,132.3,2026-08-03
CCCL,15.49,-0.39,-2.83,-2.15,20.54,-20.28,37.6,125,-1.45,-4.43,35.26,-19.11,34.9,83.0,20.55,12.76,2026-08-03
GANECOS,1204.95,0.17,31.4,29.73,79.88,-2.67,97.6,126,24.46,22.67,56.93,-17.2,94.0,83.0,1268.0,653.55,2026-08-03
ACI,561.2,-0.8,0.05,-0.25,9.07,-9.81,46.8,126,-2.04,-5.55,19.59,-13.93,32.5,83.0,636.79,507.85,2026-08-03
MANINFRA,96.09,-1.02,-8.76,-9.11,23.25,-28.26,16.7,126,6.2,9.32,34.21,-30.49,75.9,83.0,137.85,76.65,2026-08-03
SPECTRUM,2440.0,-0.2,66.86,70.81,115.57,-0.2,99.2,125,25.37,12.95,112.83,-7.47,85.4,82.0,2478.4,1120.6,2026-08-03
PRECOT,771.15,-2.87,32.16,33.94,139.04,-9.85,82.4,125,52.1,48.12,83.63,23.91,100.0,82.0,876.75,320.0,2026-08-03
INDOTHAI,218.09,0.07,-13.72,-14.41,1.21,-29.63,8.8,125,-5.21,-6.84,20.86,-30.22,39.0,82.0,320.0,210.45,2026-08-03
NAHARSPING,277.75,-1.23,19.67,11.28,80.51,-1.56,90.4,125,30.31,28.41,60.68,10.52,100.0,82.0,291.79,155.81,2026-08-03
SANSTAR,113.01,1.33,16.83,23.68,49.13,-11.32,73.0,126,23.06,27.86,60.29,-17.17,77.1,83.0,137.49,74.3,2026-08-03
SOLARINDS,18053.0,-0.15,15.95,16.38,49.58,-5.15,69.8,126,25.71,22.83,54.82,2.51,100.0,83.0,19175.67,11992.91,2026-08-03
ACMESOLAR,360.7,-1.62,26.14,23.17,68.44,-8.45,82.5,126,33.92,33.36,60.51,16.48,100.0,83.0,398.65,207.95,2026-08-03
AEQUS,228.38,-0.32,35.3,23.09,98.4,-11.5,79.4,126,45.8,40.85,106.49,-12.82,95.2,83.0,274.39,113.3,2026-08-03
IDEA,13.01,1.09,12.82,12.98,52.52,-13.32,59.5,126,27.94,32.13,70.34,-25.54,76.2,84.0,15.34,8.13,2026-08-03
MANORAMA,1604.5,-1.88,11.76,11.49,41.99,-3.28,92.9,126,13.12,12.6,46.49,-8.82,81.0,84.0,1676.7,1120.3,2026-08-03
ABSLAMC,1008.8,-0.86,3.79,0.97,36.16,-13.75,56.3,126,19.45,19.05,36.85,-4.83,95.2,83.0,1194.96,721.52,2026-08-03
3BBLACKBIO,1247.1,-0.23,1.03,-0.18,13.08,-10.15,49.3,71,-1.31,-1.07,4.23,-8.35,30.0,10.0,1441.5,1085.0,2026-08-03
YASHO,3215.6,3.04,79.98,105.98,173.08,-0.06,99.2,125,62.67,56.25,134.87,2.46,100.0,82.0,3364.46,1169.81,2026-08-03
CHENNPETRO,1260.6,1.81,21.97,21.96,51.1,-3.61,98.4,126,18.57,17.86,35.14,3.92,100.0,84.0,1354.0,821.59,2026-08-03
TDPOWERSYS,1057.2,2.05,4.13,-5.03,61.36,-22.67,44.4,126,40.37,43.69,82.56,-9.64,96.4,83.0,1379.6,642.3,2026-08-03
SPAL,992.1,0.61,22.47,26.86,50.98,-15.82,80.8,125,24.62,21.37,63.37,2.33,100.0,83.0,1221.9,641.6,2026-08-03
DCAL,185.3,-1.43,3.08,1.16,42.57,-19.13,55.2,125,1.36,7.05,34.93,-42.07,61.0,82.0,233.85,128.5,2026-08-03
PINELABS,138.97,-0.86,-17.28,-13.66,0.75,-39.08,0.8,126,-16.58,-18.06,4.63,-34.97,4.8,84.0,238.0,134.73,2026-08-03
HARIOMPIPE,387.1,-1.06,8.92,3.73,43.29,-9.78,61.1,126,6.99,16.33,46.39,-34.39,59.0,83.0,448.9,268.05,2026-08-03
20MICRONS,192.46,-3.8,8.46,7.12,45.44,-8.85,76.8,125,10.52,9.96,51.28,-26.31,73.5,83.0,218.11,128.82,2026-08-03
CRAMC,259.97,-0.6,4.8,4.65,20.81,-9.19,82.5,126,-0.34,-0.33,13.67,-23.8,45.8,83.0,294.0,212.17,2026-08-03
OLAELEC,38.66,2.33,15.43,5.74,69.56,-18.34,65.1,126,32.86,15.55,98.27,-33.85,86.9,84.0,49.05,22.25,2026-08-03
UNITEDPOLY,29.8,-2.26,2.03,-0.86,39.77,-14.64,45.6,125,18.57,16.19,58.91,-12.95,84.1,82.0,37.96,20.6,2026-08-03
AMRUTANJAN,516.0,-0.15,-7.09,-6.42,4.53,-20.42,7.9,126,-4.34,-4.78,11.0,-21.79,33.7,83.0,657.0,486.0,2026-08-03
JINDRILL,616.2,2.61,13.68,13.14,38.38,-8.0,88.9,126,14.99,13.09,43.23,-8.33,94.0,84.0,693.5,440.1,2026-08-03
SESHAPAPER,237.37,1.72,-2.13,0.27,10.99,-14.28,51.2,125,-4.38,-11.06,24.37,-19.15,29.3,82.0,290.56,209.96,2026-08-03
SUNCLAY,1235.9,-3.28,-8.04,-7.72,5.95,-19.11,5.6,126,5.27,3.84,28.88,-13.17,69.9,83.0,1573.4,1152.2,2026-08-03
JSLL,567.0,0.37,-9.63,-9.0,15.2,-26.72,11.1,126,-4.46,-4.8,13.57,-18.8,27.7,83.0,809.0,492.0,2026-08-03
RAMASTEEL,4.13,0.49,-23.04,-21.93,13.77,-48.25,2.4,125,-19.97,-25.39,22.87,-51.87,10.8,83.0,8.1,3.43,2026-08-03
AEROENTER,118.95,-2.61,28.99,27.44,83.17,-17.96,78.6,126,38.47,28.38,122.0,-15.09,95.2,83.0,149.55,62.2,2026-08-03
POWERMECH,2635.3,-0.92,13.27,7.15,52.08,-8.98,83.3,126,20.93,18.87,59.45,-16.42,92.8,83.0,3007.5,1717.7,2026-08-03
